label|duration|id|label_raw|is_last_word|is_pause_after|pause_duration|set
тех|0.3899999999999999|004427_RUSLAN|тех,|0|1|0.050000000000000044|train
чьё|0.27|004427_RUSLAN|чьё|0|0|0.0|train
мнение|0.3799999999999999|004427_RUSLAN|мнение|0|0|0.0|train
я|0.18000000000000016|004427_RUSLAN|я|0|0|0.0|train
разделяю|0.6600000000000001|004427_RUSLAN|разделяю.|1|1|0.031110999999999667|train
а|0.06|004428_RUSLAN|А|0|0|0.0|train
как|0.3|004428_RUSLAN|как|0|0|0.0|train
быть|0.26|004428_RUSLAN|быть|0|0|0.0|train
с|0.040000000000000036|004428_RUSLAN|с|0|0|0.0|train
теми|0.5099999999999999|004428_RUSLAN|теми,|0|1|0.06000000000000005|train
чьего|0.3800000000000001|004428_RUSLAN|чьего|0|0|0.0|train
мнения|0.51|004428_RUSLAN|мнения|0|0|0.0|train
я|0.22999999999999998|004428_RUSLAN|я|0|0|0.0|train
не|0.2599999999999998|004428_RUSLAN|не|0|0|0.0|train
разделяю|0.6699999999999999|004428_RUSLAN|разделяю?|1|1|0.02839000000000036|train
люди|0.37|004429_RUSLAN|Люди|0|0|0.0|train
уехали|0.61|004429_RUSLAN|уехали,|0|0|0.0|train
чтобы|0.43999999999999995|004429_RUSLAN|чтобы|0|0|0.0|train
реализовать|0.6299999999999999|004429_RUSLAN|реализовать|0|0|0.0|train
свои|0.4700000000000002|004429_RUSLAN|свои|0|0|0.0|train
законные|0.5899999999999999|004429_RUSLAN|законные|0|0|0.0|train
права|0.46473900000000024|004429_RUSLAN|права.|1|0|0.0|train
право|0.38|004430_RUSLAN|Право|0|0|0.0|test
на|0.14|004430_RUSLAN|на|0|0|0.0|test
творчество|0.69|004430_RUSLAN|творчество.|1|1|0.03476199999999996|test
право|0.32|004431_RUSLAN|Право|0|0|0.0|train
на|0.09999999999999998|004431_RUSLAN|на|0|0|0.0|train
материальный|0.6300000000000001|004431_RUSLAN|материальный|0|0|0.0|train
достаток|0.6254199999999999|004431_RUSLAN|достаток.|1|0|0.0|train
и|0.04|004432_RUSLAN|И|0|0|0.0|train
в|0.09|004432_RUSLAN|в|0|0|0.0|train
том|0.2|004432_RUSLAN|том|0|0|0.0|train
числе|0.46|004432_RUSLAN|числе|0|1|0.029999999999999916|train
священное|0.64|004432_RUSLAN|священное|0|0|0.0|train
право|0.45999999999999996|004432_RUSLAN|право|0|0|0.0|train
быть|0.3500000000000001|004432_RUSLAN|быть|0|1|0.16000000000000014|train
неправым|0.52|004432_RUSLAN|неправым.|1|1|0.032629999999999715|train
право|0.44|004433_RUSLAN|Право|0|1|0.02999999999999997|train
на|0.12|004433_RUSLAN|на|0|0|0.0|train
заблуждение|0.91|004433_RUSLAN|заблуждение!|1|1|0.03333300000000006|train
дома|0.33|004434_RUSLAN|Дома|0|0|0.0|train
тех|0.38999999999999996|004434_RUSLAN|тех,|0|0|0.0|train
кто|0.21000000000000008|004434_RUSLAN|кто|0|0|0.0|train
был|0.21999999999999986|004434_RUSLAN|был|0|0|0.0|train
не|0.13000000000000012|004434_RUSLAN|не|0|0|0.0|train
прав|0.41999999999999993|004434_RUSLAN|прав,|0|1|0.09000000000000008|train
убивали|0.5499999999999998|004434_RUSLAN|убивали.|1|1|0.04798200000000019|train
ссылали|0.62|004435_RUSLAN|Ссылали|0|0|0.0|test
в|0.040000000000000036|004435_RUSLAN|в|0|0|0.0|test
лагеря|0.5220859999999999|004435_RUSLAN|лагеря.|1|0|0.0|test
выгоняли|0.52|004436_RUSLAN|Выгоняли|0|0|0.0|train
с|0.14|004436_RUSLAN|с|0|0|0.0|train
работы|0.43000000000000005|004436_RUSLAN|работы.|1|1|0.034897999999999874|train
но|0.1|004437_RUSLAN|Но|0|0|0.0|train
сейчас|0.45000000000000007|004437_RUSLAN|сейчас-|0|0|0.0|train
то|0.12|004437_RUSLAN|то|0|0|0.0|train
мы|0.21999999999999997|004437_RUSLAN|мы|0|1|0.030000000000000027|train
в|0.10999999999999999|004437_RUSLAN|в|0|0|0.0|train
америке|0.53|004437_RUSLAN|Америке.|1|1|0.028389999999999915|train
кругом|0.37|004438_RUSLAN|Кругом|0|0|0.0|train
свобода|0.58|004438_RUSLAN|свобода,|0|1|0.030000000000000027|train
а|0.07000000000000006|004438_RUSLAN|а|0|0|0.0|train
мы|0.16999999999999993|004438_RUSLAN|мы|0|0|0.0|train
за|0.14000000000000012|004438_RUSLAN|за|0|0|0.0|train
решёткой|0.542948|004438_RUSLAN|решёткой.|1|0|0.0|train
за|0.19|004439_RUSLAN|За|0|0|0.0|train
решёткой|0.49000000000000005|004439_RUSLAN|решёткой|0|0|0.0|train
своей|0.47999999999999987|004439_RUSLAN|своей|0|0|0.0|train
отвратительной|0.76|004439_RUSLAN|отвратительной|0|0|0.0|train
нетерпимости|0.9100000000000001|004439_RUSLAN|нетерпимости.|1|1|0.03344699999999978|train
четыре|0.42|004440_RUSLAN|Четыре|0|0|0.0|test
телефона|0.5700000000000001|004440_RUSLAN|телефона|0|0|0.0|test
было|0.27|004440_RUSLAN|было|0|0|0.0|test
в|0.1100000000000001|004440_RUSLAN|в|0|0|0.0|test
нашей|0.33999999999999986|004440_RUSLAN|нашей|0|0|0.0|test
редакции|0.606417|004440_RUSLAN|редакции.|1|0|0.0|test
и|0.05|004441_RUSLAN|И|0|0|0.0|train
все|0.28|004441_RUSLAN|все|0|0|0.0|train
они|0.23999999999999994|004441_RUSLAN|они|0|0|0.0|train
звонили|0.5100000000000001|004441_RUSLAN|звонили|0|0|0.0|train
беспрерывно|0.72|004441_RUSLAN|беспрерывно.|1|1|0.029433000000000042|train
иногда|0.39|004442_RUSLAN|Иногда|0|0|0.0|train
мы|0.14|004442_RUSLAN|мы|0|0|0.0|train
выслушивали|0.5900000000000001|004442_RUSLAN|выслушивали|0|0|0.0|train
комплименты|0.71|004442_RUSLAN|комплименты.|1|1|0.031088000000000005|train
гораздо|0.45|004443_RUSLAN|Гораздо|0|0|0.0|train
чаще|0.44|004443_RUSLAN|чаще|0|0|0.0|train
обвинения|0.7200000000000001|004443_RUSLAN|обвинения|0|0|0.0|train
и|0.05999999999999983|004443_RUSLAN|и|0|0|0.0|train
жалобы|0.456893|004443_RUSLAN|жалобы.|1|0|0.0|train
видимо|0.36|004444_RUSLAN|Видимо,|0|0|0.0|train
негативные|0.7799999999999999|004444_RUSLAN|негативные|0|0|0.0|train
эмоции|0.4500000000000002|004444_RUSLAN|эмоции|0|0|0.0|train
сильнее|0.5534920000000001|004444_RUSLAN|сильнее.|1|0|0.0|train
со|0.17|004445_RUSLAN|Со|0|0|0.0|test
временем|0.43999999999999995|004445_RUSLAN|временем|0|0|0.0|test
мне|0.31000000000000005|004445_RUSLAN|мне|0|0|0.0|test
надоело|0.5299999999999999|004445_RUSLAN|надоело|0|0|0.0|test
оправдываться|0.6786619999999999|004445_RUSLAN|оправдываться.|1|0|0.0|test
пускай|0.28|004446_RUSLAN|Пускай|0|0|0.0|train
думают|0.5499999999999999|004446_RUSLAN|думают,|0|1|0.040000000000000036|train
что|0.19000000000000006|004446_RUSLAN|что|0|0|0.0|train
именно|0.30000000000000004|004446_RUSLAN|именно|0|0|0.0|train
я|0.2699999999999998|004446_RUSLAN|я|0|0|0.0|train
отравил|0.5700000000000003|004446_RUSLAN|отравил|0|0|0.0|train
госпожу|0.52|004446_RUSLAN|госпожу|0|0|0.0|train
бовари|0.4341499999999998|004446_RUSLAN|Бовари.|1|0|0.0|train
так|0.22|004447_RUSLAN|Так|0|0|0.0|train
прошло|0.41000000000000003|004447_RUSLAN|прошло|0|0|0.0|train
месяцев|0.6|004447_RUSLAN|месяцев|0|0|0.0|train
шесть|0.45625899999999997|004447_RUSLAN|шесть.|1|0|0.0|train
мы|0.15|004448_RUSLAN|Мы|0|0|0.0|train
побывали|0.48|004448_RUSLAN|побывали|0|0|0.0|train
в|0.08999999999999997|004448_RUSLAN|в|0|0|0.0|train
чикаго|0.6100000000000001|004448_RUSLAN|Чикаго,|0|1|0.04999999999999982|train
детройте|0.7200000000000002|004448_RUSLAN|Детройте,|0|1|0.040000000000000036|train
бостоне|0.6299999999999999|004448_RUSLAN|Бостоне,|0|0|0.0|train
филадельфии|0.69|004448_RUSLAN|Филадельфии.|1|1|0.025170000000000137|train
встречали|0.53|004449_RUSLAN|Встречали|0|0|0.0|train
нас|0.36|004449_RUSLAN|нас|0|1|0.040000000000000036|train
очень|0.2899999999999999|004449_RUSLAN|очень|0|0|0.0|train
хорошо|0.47|004449_RUSLAN|хорошо.|1|1|0.029546000000000072|train
наши|0.31|004450_RUSLAN|Наши|0|0|0.0|test
поклонники|0.5700000000000001|004450_RUSLAN|поклонники|0|0|0.0|test
образовали|0.7200000000000001|004450_RUSLAN|образовали|0|0|0.0|test
что|0.24|004450_RUSLAN|что-|0|0|0.0|test
то|0.10999999999999988|004450_RUSLAN|то|0|0|0.0|test
вроде|0.32000000000000006|004450_RUSLAN|вроде|0|0|0.0|test
секты|0.43358300000000005|004450_RUSLAN|секты.|1|0|0.0|test
мы|0.21|004451_RUSLAN|Мы|0|0|0.0|train
по|0.12000000000000002|004451_RUSLAN|по-|0|0|0.0|train
прежнему|0.5900000000000001|004451_RUSLAN|прежнему|0|0|0.0|train
были|0.20999999999999985|004451_RUSLAN|были|0|0|0.0|train
главной|0.44000000000000017|004451_RUSLAN|главной|0|0|0.0|train
темой|0.3999999999999999|004451_RUSLAN|темой|0|0|0.0|train
разговоров|0.6300000000000001|004451_RUSLAN|разговоров|0|1|0.1200000000000001|train
в|0.19999999999999973|004451_RUSLAN|в|0|0|0.0|train
эмиграции|0.6200000000000001|004451_RUSLAN|эмиграции.|1|1|0.03315199999999985|train
при|0.16|004452_RUSLAN|При|0|0|0.0|train
этом|0.33999999999999997|004452_RUSLAN|этом|0|0|0.0|train
еженедельно|0.8899999999999999|004452_RUSLAN|еженедельно|0|1|0.14000000000000012|train
теряли|0.43999999999999995|004452_RUSLAN|теряли|0|0|0.0|train
долларов|0.4600000000000002|004452_RUSLAN|долларов|0|1|0.029999999999999805|train
четыреста|0.5768710000000001|004452_RUSLAN|четыреста.|1|0|0.0|train
денег|0.39|004453_RUSLAN|Денег|0|0|0.0|train
оставалось|0.57|004453_RUSLAN|оставалось|0|0|0.0|train
все|0.3400000000000001|004453_RUSLAN|все|0|0|0.0|train
меньше|0.429206|004453_RUSLAN|меньше.|1|0|0.0|train
но|0.16|004454_RUSLAN|Но|0|0|0.0|train
мы|0.33999999999999997|004454_RUSLAN|мы|0|0|0.0|train
все|0.18000000000000005|004454_RUSLAN|все|0|0|0.0|train
равно|0.37|004454_RUSLAN|равно|0|0|0.0|train
ликовали|0.6399999999999999|004454_RUSLAN|ликовали.|1|1|0.03362799999999999|train
в|0.05|004456_RUSLAN|В|0|0|0.0|train
америке|0.43|004456_RUSLAN|Америке|0|0|0.0|train
нас|0.20000000000000007|004456_RUSLAN|нас|0|0|0.0|train
поразило|0.4899999999999999|004456_RUSLAN|поразило|0|0|0.0|train
многое|0.4218820000000001|004456_RUSLAN|многое.|1|0|0.0|train
телефоны|0.45|004457_RUSLAN|Телефоны|0|0|0.0|train
без|0.18|004457_RUSLAN|без|0|0|0.0|train
проводов|0.59|004457_RUSLAN|проводов|0|1|0.040000000000000036|train
и|0.11999999999999988|004457_RUSLAN|и|0|0|0.0|train
съедобные|0.6499999999999999|004457_RUSLAN|съедобные|0|0|0.0|train
дамские|0.48|004457_RUSLAN|дамские|0|0|0.0|train
штанишки|0.5843310000000002|004457_RUSLAN|штанишки.|1|0|0.0|train
улыбающиеся|0.19|004458_RUSLAN|Улыбающиеся|0|0|0.0|train
полицейские|1.58|004458_RUSLAN|полицейские|0|0|0.0|train
и|0.10999999999999988|004458_RUSLAN|и|0|0|0.0|train
карикатуры|0.6000000000000001|004458_RUSLAN|карикатуры|0|0|0.0|train
на|0.2999999999999998|004458_RUSLAN|на|0|0|0.0|train
рейгана|0.28390000000000004|004458_RUSLAN|Рейгана.|1|0|0.0|train
чему|0.27|004459_RUSLAN|Чему-|0|0|0.0|train
то|0.14999999999999997|004459_RUSLAN|то|0|0|0.0|train
радуемся|0.5800000000000001|004459_RUSLAN|радуемся,|0|0|0.0|train
чему|0.31000000000000005|004459_RUSLAN|чему-|0|0|0.0|train
то|0.11999999999999988|004459_RUSLAN|то|0|0|0.0|train
ужасаемся|0.7700000000000002|004459_RUSLAN|ужасаемся.|1|1|0.03024899999999997|train
ругаем|0.41|004460_RUSLAN|Ругаем|0|0|0.0|test
инфляцию|0.7100000000000002|004460_RUSLAN|инфляцию,|0|1|0.029999999999999805|test
грязь|0.31000000000000005|004460_RUSLAN|грязь|0|0|0.0|test
в|0.050000000000000044|004460_RUSLAN|в|0|0|0.0|test
метро|0.44999999999999996|004460_RUSLAN|метро,|0|1|0.040000000000000036|test
нью|0.18000000000000016|004460_RUSLAN|нью-|0|0|0.0|test
йоркский|0.45999999999999996|004460_RUSLAN|йоркский|0|0|0.0|test
климат|0.5|004460_RUSLAN|климат,|0|1|0.23999999999999977|test
чернокожих|0.5700000000000003|004460_RUSLAN|чернокожих|0|0|0.0|test
подростков|0.54|004460_RUSLAN|подростков|0|1|0.02999999999999936|test
с|0.1200000000000001|004460_RUSLAN|с|0|0|0.0|test
транзисторами|0.75|004460_RUSLAN|транзисторами.|1|1|0.029637000000000135|test
и|0.06|004461_RUSLAN|И|0|0|0.0|train
конечно|0.46|004461_RUSLAN|конечно|0|0|0.0|train
же|0.16999999999999993|004461_RUSLAN|же,|0|0|0.0|train
достаётся|0.6300000000000001|004461_RUSLAN|достаётся|0|0|0.0|train
от|0.11999999999999988|004461_RUSLAN|от|0|0|0.0|train
нас|0.22999999999999998|004461_RUSLAN|нас|0|0|0.0|train
тараканам|0.5212020000000002|004461_RUSLAN|тараканам.|1|0|0.0|train
тараканы|0.48|004462_RUSLAN|Тараканы|0|0|0.0|train
занимают|0.51|004462_RUSLAN|занимают|0|0|0.0|train
среди|0.3700000000000001|004462_RUSLAN|среди|0|0|0.0|train
язв|0.30999999999999983|004462_RUSLAN|язв|0|1|0.27|train
капитализма|0.77|004462_RUSLAN|капитализма|0|1|0.040000000000000036|train
весьма|0.33999999999999986|004462_RUSLAN|весьма|0|0|0.0|train
достойное|0.56|004462_RUSLAN|достойное|0|0|0.0|train
место|0.3500000000000001|004462_RUSLAN|место.|1|1|0.03206299999999995|train
вообразите|0.68|004463_RUSLAN|Вообразите|0|0|0.0|train
шкалу|0.36|004463_RUSLAN|шкалу|0|0|0.0|train
негативных|0.72|004463_RUSLAN|негативных|0|0|0.0|train
эмоций|0.40031700000000003|004463_RUSLAN|эмоций.|1|0|0.0|train
на|0.13|004464_RUSLAN|На|0|0|0.0|train
этой|0.25|004464_RUSLAN|этой|0|0|0.0|train
шкале|0.36|004464_RUSLAN|шкале|0|0|0.0|train
тараканы|0.54|004464_RUSLAN|тараканы|0|0|0.0|train
располагаются|0.8200000000000001|004464_RUSLAN|располагаются,|0|0|0.0|train
я|0.1200000000000001|004464_RUSLAN|я|0|0|0.0|train
думаю|0.33999999999999986|004464_RUSLAN|думаю,|0|0|0.0|train
между|0.3599999999999999|004464_RUSLAN|между|0|0|0.0|train
преступностью|0.9300000000000002|004464_RUSLAN|преступностью|0|0|0.0|train
и|0.10000000000000009|004464_RUSLAN|и|0|0|0.0|train
гнусными|0.4500000000000002|004464_RUSLAN|гнусными|0|0|0.0|train
бумажными|0.5699999999999994|004464_RUSLAN|бумажными|0|0|0.0|train
спичками|0.5670520000000003|004464_RUSLAN|спичками.|1|0|0.0|train
чуть|0.23|004465_RUSLAN|Чуть|0|0|0.0|test
ниже|0.29000000000000004|004465_RUSLAN|ниже|0|0|0.0|test
безработицы|0.8500000000000001|004465_RUSLAN|безработицы|0|0|0.0|test
и|0.1299999999999999|004465_RUSLAN|и|0|0|0.0|test
чуть|0.27|004465_RUSLAN|чуть|0|0|0.0|test
выше|0.29000000000000004|004465_RUSLAN|выше|0|0|0.0|test
марихуаны|0.5800000000000001|004465_RUSLAN|марихуаны.|1|1|0.026711999999999847|test
кто|0.2|004466_RUSLAN|Кто|0|0|0.0|train
скажет|0.45|004466_RUSLAN|скажет,|0|0|0.0|train
что|0.18999999999999995|004466_RUSLAN|что|0|0|0.0|train
мы|0.17000000000000004|004466_RUSLAN|мы|0|0|0.0|train
выросли|0.8|004466_RUSLAN|выросли|0|0|0.0|train
неженками|0.21999999999999975|004466_RUSLAN|неженками?|1|1|0.05557800000000013|train
дома|0.3|004467_RUSLAN|Дома|0|0|0.0|train
было|0.27999999999999997|004467_RUSLAN|было|0|0|0.0|train
всякое|0.4800000000000001|004467_RUSLAN|всякое.|1|1|0.031609999999999916|train
дома|0.31|004468_RUSLAN|Дома|0|0|0.0|train
было|0.3|004468_RUSLAN|было|0|0|0.0|train
хамство|0.4900000000000001|004468_RUSLAN|хамство|0|0|0.0|train
и|0.17999999999999994|004468_RUSLAN|и|0|0|0.0|train
лицемерие|0.680544|004468_RUSLAN|лицемерие.|1|0|0.0|train
кэгэбэ|0.5|004469_RUSLAN|кэгэбэ|0|0|0.0|train
и|0.08999999999999997|004469_RUSLAN|и|0|0|0.0|train
цензура|0.5599999999999999|004469_RUSLAN|цензура.|1|1|0.03263000000000016|train
коммунальные|0.59|004470_RUSLAN|Коммунальные|0|0|0.0|test
жилища|0.57|004470_RUSLAN|жилища|0|0|0.0|test
и|0.18000000000000016|004470_RUSLAN|и|0|0|0.0|test
очереди|0.4099999999999999|004470_RUSLAN|очереди|0|0|0.0|test
за|0.2599999999999998|004470_RUSLAN|за|0|0|0.0|test
мылом|0.334762|004470_RUSLAN|мылом.|1|0|0.0|test
а|0.08|004471_RUSLAN|А|0|0|0.0|train
вот|0.26999999999999996|004471_RUSLAN|вот|0|0|0.0|train
тараканов|0.59|004471_RUSLAN|тараканов|0|1|0.030000000000000027|train
не|0.17999999999999994|004471_RUSLAN|не|0|0|0.0|train
было|0.20000000000000018|004471_RUSLAN|было.|1|1|0.02804999999999991|train
я|0.21|004472_RUSLAN|Я|0|0|0.0|train
их|0.38|004472_RUSLAN|их|0|1|0.050000000000000044|train
что|0.29000000000000004|004472_RUSLAN|что-|0|0|0.0|train
то|0.16000000000000003|004472_RUSLAN|то|0|0|0.0|train
не|0.16999999999999993|004472_RUSLAN|не|0|0|0.0|train
припомню|0.6000000000000001|004472_RUSLAN|припомню.|1|1|0.028117999999999865|train
хотя|0.32|004473_RUSLAN|Хотя|0|0|0.0|train
жить|0.26999999999999996|004473_RUSLAN|жить|0|0|0.0|train
приходилось|0.67|004473_RUSLAN|приходилось|0|0|0.0|train
в|0.09000000000000008|004473_RUSLAN|в|0|0|0.0|train
самых|0.4099999999999999|004473_RUSLAN|самых|0|0|0.0|train
разных|0.4600000000000002|004473_RUSLAN|разных|0|0|0.0|train
условиях|0.5899999999999999|004473_RUSLAN|условиях.|1|1|0.03244899999999973|train
однажды|0.47|004474_RUSLAN|Однажды|0|0|0.0|train
я|0.14|004474_RUSLAN|я|0|0|0.0|train
снял|0.36|004474_RUSLAN|снял|0|0|0.0|train
комнату|0.3900000000000001|004474_RUSLAN|комнату|0|0|0.0|train
во|0.1299999999999999|004474_RUSLAN|во|0|0|0.0|train
пскове|0.5399999999999998|004474_RUSLAN|Пскове.|1|1|0.051678000000000335|train
ко|0.08|004475_RUSLAN|Ко|0|0|0.0|test
мне|0.21999999999999997|004475_RUSLAN|мне|0|0|0.0|test
через|0.38000000000000006|004475_RUSLAN|через|0|0|0.0|test
щели|0.22999999999999998|004475_RUSLAN|щели|0|0|0.0|test
в|0.14|004475_RUSLAN|в|0|0|0.0|test
полу|0.3999999999999999|004475_RUSLAN|полу|0|0|0.0|test
заходили|0.55|004475_RUSLAN|заходили|0|0|0.0|test
бездомные|0.6099999999999999|004475_RUSLAN|бездомные|0|0|0.0|test
собаки|0.5192970000000003|004475_RUSLAN|собаки.|1|0|0.0|test
а|0.05|004476_RUSLAN|А|0|0|0.0|train
тараканов|0.69|004476_RUSLAN|тараканов,|0|0|0.0|train
повторяю|0.6499999999999999|004476_RUSLAN|повторяю,|0|1|0.08000000000000007|train
не|0.17999999999999994|004476_RUSLAN|не|0|0|0.0|train
было|0.2100000000000002|004476_RUSLAN|было.|1|1|0.03033999999999981|train
может|0.42|004477_RUSLAN|Может,|0|1|0.030000000000000027|train
я|0.15999999999999998|004477_RUSLAN|я|0|0|0.0|train
их|0.17000000000000004|004477_RUSLAN|их|0|0|0.0|train
просто|0.3699999999999999|004477_RUSLAN|просто|0|0|0.0|train
не|0.20000000000000018|004477_RUSLAN|не|0|0|0.0|train
замечал|0.5394329999999998|004477_RUSLAN|замечал?|1|0|0.0|train
может|0.37|004478_RUSLAN|Может,|0|0|0.0|train
их|0.26|004478_RUSLAN|их|0|0|0.0|train
заслоняли|0.5499999999999999|004478_RUSLAN|заслоняли|0|0|0.0|train
более|0.3400000000000001|004478_RUSLAN|более|0|0|0.0|train
крупные|0.44999999999999996|004478_RUSLAN|крупные|0|0|0.0|train
хищники|0.5700000000000001|004478_RUSLAN|хищники?|1|1|0.030974999999999753|train
вроде|0.42|004479_RUSLAN|Вроде|0|0|0.0|train
уцелевших|0.79|004479_RUSLAN|уцелевших|0|1|0.030000000000000027|train
сталинистов|0.8499999999999999|004479_RUSLAN|сталинистов?|1|1|0.03408200000000017|train
короче|0.32|004480_RUSLAN|Короче,|0|0|0.0|test
приехали|0.51|004480_RUSLAN|приехали|0|0|0.0|test
мы|0.32999999999999996|004480_RUSLAN|мы,|0|1|0.050000000000000044|test
осмотрелись|0.795941|004480_RUSLAN|осмотрелись.|1|0|0.0|test
и|0.04|004481_RUSLAN|И|0|0|0.0|train
поднялся|0.62|004481_RUSLAN|поднялся|0|0|0.0|train
ужасный|0.46999999999999986|004481_RUSLAN|ужасный|0|0|0.0|train
крик|0.3582540000000001|004481_RUSLAN|крик|1|0|0.0|train
нет|0.25|004482_RUSLAN|Нет|0|0|0.0|train
спасения|0.57|004482_RUSLAN|спасения|0|0|0.0|train
от|0.12|004482_RUSLAN|от|0|0|0.0|train
тараканов|0.49|004482_RUSLAN|тараканов!|1|1|0.050068|train
лезут|0.33|004483_RUSLAN|Лезут,|0|0|0.0|train
гады|0.36999999999999994|004483_RUSLAN|гады,|0|0|0.0|train
изо|0.28|004483_RUSLAN|изо|0|0|0.0|train
всех|0.29000000000000004|004483_RUSLAN|всех|0|0|0.0|train
щелей|0.42999999999999994|004483_RUSLAN|щелей!|1|1|0.03292500000000009|train
ну|0.14|004484_RUSLAN|Ну|0|0|0.0|train
и|0.09999999999999998|004484_RUSLAN|и|0|0|0.0|train
америка|0.509342|004484_RUSLAN|Америка!|1|0|0.0|train
а|0.1|004485_RUSLAN|А|0|0|0.0|test
ещё|0.30000000000000004|004485_RUSLAN|ещё|0|0|0.0|test
цивилизованная|0.9|004485_RUSLAN|цивилизованная|0|0|0.0|test
страна|0.5193649999999999|004485_RUSLAN|страна!|1|0|0.0|test
начались|0.5|004486_RUSLAN|Начались|0|0|0.0|train
бои|0.33999999999999997|004486_RUSLAN|бои|0|0|0.0|train
с|0.10999999999999999|004486_RUSLAN|с|0|0|0.0|train
применением|0.6799999999999999|004486_RUSLAN|применением|0|0|0.0|train
химического|0.8100000000000003|004486_RUSLAN|химического|0|0|0.0|train
оружия|0.48|004486_RUSLAN|оружия.|1|1|0.02691599999999994|train
заливаем|0.67|004487_RUSLAN|Заливаем|0|0|0.0|train
комнаты|0.4|004487_RUSLAN|комнаты|0|0|0.0|train
всякой|0.42999999999999994|004487_RUSLAN|всякой|0|0|0.0|train
ядовитой|0.56|004487_RUSLAN|ядовитой|0|0|0.0|train
дрянью|0.43999999999999995|004487_RUSLAN|дрянью.|1|1|0.028344999999999843|train
вроде|0.34|004488_RUSLAN|Вроде|0|0|0.0|train
бы|0.14999999999999997|004488_RUSLAN|бы|0|0|0.0|train
и|0.13|004488_RUSLAN|и|0|0|0.0|train
зверя|0.41000000000000003|004488_RUSLAN|зверя|0|0|0.0|train
нет|0.24|004488_RUSLAN|нет|0|0|0.0|train
страшнее|0.5900000000000001|004488_RUSLAN|страшнее|0|0|0.0|train
таракана|0.53|004488_RUSLAN|таракана!|1|1|0.027142999999999695|train
совсем|0.47|004489_RUSLAN|Совсем|0|0|0.0|train
разочаровал|0.7|004489_RUSLAN|разочаровал|0|0|0.0|train
нас|0.27|004489_RUSLAN|нас|0|0|0.0|train
проклятый|0.56|004489_RUSLAN|проклятый|0|0|0.0|train
капитализм|0.729206|004489_RUSLAN|капитализм!|1|0|0.0|train
а|0.06|004490_RUSLAN|А|0|0|0.0|test
между|0.39|004490_RUSLAN|между|0|0|0.0|test
тем|0.39999999999999997|004490_RUSLAN|тем|0|0|0.0|test
кто|0.2300000000000001|004490_RUSLAN|кто|0|0|0.0|test
видел|0.3799999999999999|004490_RUSLAN|видел|0|0|0.0|test
здесь|0.53|004490_RUSLAN|здесь|0|0|0.0|test
червивое|0.4600000000000002|004490_RUSLAN|червивое|0|0|0.0|test
яблоко|0.5299999999999998|004490_RUSLAN|яблоко?|1|0|0.0|test
хотя|0.32|004491_RUSLAN|Хотя|0|0|0.0|train
бы|0.14999999999999997|004491_RUSLAN|бы|0|0|0.0|train
одну|0.75|004491_RUSLAN|одну|0|0|0.0|train
гнилую|0.030000000000000027|004491_RUSLAN|гнилую|0|0|0.0|train
картофелину|0.7160770000000001|004491_RUSLAN|картофелину?|1|0|0.0|train
не|0.16|004492_RUSLAN|Не|0|0|0.0|train
говоря|0.38|004492_RUSLAN|говоря|0|0|0.0|train
уже|0.22999999999999998|004492_RUSLAN|уже|0|0|0.0|train
о|0.10999999999999999|004492_RUSLAN|о|0|0|0.0|train
старых|0.44000000000000006|004492_RUSLAN|старых|0|0|0.0|train
большевиках|0.6499999999999999|004492_RUSLAN|большевиках.|1|1|0.028729999999999922|train
и|0.08|004493_RUSLAN|И|0|0|0.0|train
вообще|0.66|004493_RUSLAN|вообще,|0|1|0.030000000000000027|train
чем|0.25|004493_RUSLAN|чем|0|0|0.0|train
провинились|0.69|004493_RUSLAN|провинились|0|0|0.0|train
тараканы|0.4900000000000002|004493_RUSLAN|тараканы?|1|1|0.02503399999999978|train
может|0.33|004494_RUSLAN|Может,|0|0|0.0|train
таракан|0.39999999999999997|004494_RUSLAN|таракан|0|0|0.0|train
вас|0.16000000000000003|004494_RUSLAN|вас|0|0|0.0|train
когда|0.31999999999999995|004494_RUSLAN|когда-|0|0|0.0|train
нибудь|0.30000000000000004|004494_RUSLAN|нибудь|0|0|0.0|train
укусил|0.4827889999999999|004494_RUSLAN|укусил?|1|0|0.0|train
или|0.19|004495_RUSLAN|Или|0|0|0.0|test
оскорбил|0.55|004495_RUSLAN|оскорбил|0|0|0.0|test
ваше|0.32000000000000006|004495_RUSLAN|ваше|0|0|0.0|test
национальное|0.6099999999999999|004495_RUSLAN|национальное|0|0|0.0|test
достоинство|0.6600000000000001|004495_RUSLAN|достоинство?|1|1|0.027959000000000067|test
ведь|0.32|004496_RUSLAN|Ведь|0|0|0.0|train
нет|0.26999999999999996|004496_RUSLAN|нет|0|0|0.0|train
же|0.22000000000000008|004496_RUSLAN|же.|1|1|0.025419999999999998|train
таракан|0.45|004497_RUSLAN|Таракан|0|0|0.0|train
безобиден|0.6500000000000001|004497_RUSLAN|безобиден|0|1|0.029999999999999805|train
и|0.07000000000000006|004497_RUSLAN|и|0|0|0.0|train
по|0.13000000000000012|004497_RUSLAN|по-|0|0|0.0|train
своему|0.48|004497_RUSLAN|своему|0|1|0.040000000000000036|train
элегантен|0.6393879999999998|004497_RUSLAN|элегантен.|1|0|0.0|train
в|0.11|004498_RUSLAN|В|0|0|0.0|train
